,number of Autoencoders,cardio,gas_drift,satellite,magic_telescope,pendigits,phoneme,pollen,speech,waveform
92,93,0.9506714876033058,0.9938971288265545,0.8709357204811465,0.9966629882724782,0.9997123602892832,0.8345973570298049,0.5027798719847175,0.5501209352324644,0.8241891623776012
93,94,0.9508974690082644,0.9939055838988368,0.8711529917040329,0.9966667156339646,0.9997123602892832,0.8356301367250815,0.5025996533795494,0.5503896801934963,0.8242552976280788
94,95,0.950703770661157,0.9938937467976412,0.8710432065093998,0.996668542771948,0.9997123602892832,0.8353532541332164,0.5026987736123918,0.5509271701155604,0.82442647121755
95,96,0.950574638429752,0.993881909696446,0.8710730956723365,0.9966710276796056,0.9997123602892832,0.8357781125455275,0.5026807517518751,0.5509271701155604,0.824414800290995
96,97,0.9504455061983472,0.9938683815807942,0.8708845640291972,0.9966802364550424,0.9997123602892832,0.8355271638603383,0.5028970140780767,0.5509271701155604,0.8243681165847757
97,98,0.9506714876033058,0.9938836007109024,0.8708816900712224,0.9966735125872632,0.9997123602892832,0.8352968097480977,0.5025756242321937,0.5509271701155604,0.8245276192476921
98,99,0.9504455061983472,0.9938836007109024,0.8708719186141085,0.9966948535589104,0.9997123602892832,0.8355775061497683,0.5028069047754927,0.5506584251545283,0.8244420324529566
99,100,0.9502840909090908,0.9938836007109024,0.8707253467573994,0.996690687684308,0.9997123602892832,0.8353677466104766,0.5030862436135032,0.5509271701155602,0.8244926064680275
100,101,0.950316373966942,0.9938937467976412,0.8705609563612473,0.9966964614403356,0.9997123602892832,0.8357819263553328,0.5029961343109192,0.5506584251545283,0.8245159483211373
101,102,0.9502840909090908,0.9939224940434016,0.8708483521587159,0.996705524044734,0.9997123602892832,0.8354348696630499,0.5031973784200235,0.5506584251545283,0.824589864189318
102,103,0.9504455061983472,0.9939258760723144,0.8708288092444881,0.9967121748269936,0.9997123602892832,0.8353021490818252,0.5029150359385935,0.5501209352324644,0.8245587417185051
103,104,0.9504777892561984,0.9939072749132932,0.8707046542599817,0.9967284728978064,0.9997123602892832,0.8357666711161115,0.5030261707451138,0.5503896801934963,0.8245042773945823
104,105,0.9506714876033058,0.9938768366530766,0.8707115517591211,0.9967258418191104,0.9997123602892832,0.8355321218130851,0.5028099084189122,0.5503896801934963,0.824477045232621
105,106,0.9503809400826446,0.993885291725359,0.8704063374222093,0.9967161579877978,0.9997123602892832,0.8358147251196583,0.5029450723727882,0.5503896801934963,0.8245198386299889
106,107,0.9503486570247934,0.9938802186819896,0.870454045124589,0.9967165599581542,0.999671268902038,0.8356110676760551,0.5027858792715564,0.5503896801934963,0.8244614839972145
107,108,0.9505746384297522,0.9938244152049256,0.8704172584625129,0.9967004811438996,0.999671268902038,0.8348582216204877,0.5029420687293686,0.5503896801934963,0.8243214328785562
108,109,0.950703770661157,0.9938210331760128,0.8708972094442857,0.996690249171192,0.9996301775147928,0.8349070383859958,0.5029450723727882,0.5503896801934963,0.824477045232621
109,110,0.9509620351239668,0.993787212886883,0.8707575350867159,0.9966844023296448,0.9996301775147928,0.8337850155412749,0.5027918865583954,0.5503896801934964,0.8243797875113306
110,111,0.9509297520661156,0.9937686117278616,0.8706184355207411,0.9966813327378324,0.9996301775147928,0.8341618199500391,0.5028759885741405,0.5498521902714324,0.8244303615264016
111,112,0.9510266012396694,0.9937652296989486,0.8706494742668676,0.9966788478301748,0.9996301775147928,0.8342274174786904,0.5029240468688518,0.5501209352324644,0.8242903104077433
112,113,0.950832902892562,0.993790594915796,0.8705442874049941,0.9966697852257768,0.9996301775147928,0.8339818081272288,0.5028579667136236,0.5498521902714324,0.8244420324529564
113,114,0.9507360537190084,0.993790594915796,0.8707190240498552,0.9966691274561028,0.9996301775147928,0.8341702103316108,0.502866977643882,0.5503896801934963,0.8242864200988915
114,115,0.950574638429752,0.9937889039013394,0.8706420019761335,0.9966610880489756,0.9996301775147928,0.8338201025914838,0.5027678574110396,0.5501209352324644,0.8242708588634852
115,116,0.950574638429752,0.9938041230314478,0.870610388438412,0.9966583107992404,0.9996301775147928,0.8340367269884251,0.5027738646978785,0.5501209352324644,0.8242280654661174
116,117,0.9507037706611572,0.9937922859302524,0.8705621059444372,0.996666350206368,0.9996301775147928,0.8336667874373104,0.5027228027597476,0.5503896801934964,0.8243019813342981
117,118,0.9510266012396692,0.9937956679591654,0.8704212820036774,0.9966610880489756,0.9996301775147928,0.8336507694361281,0.5026116679532272,0.5503896801934964,0.8243720068936273
118,119,0.950994318181818,0.9937855218724264,0.8702499941083862,0.9966613073055336,0.999671268902038,0.8334547396121355,0.5029150359385934,0.5503896801934964,0.8246054254247245
119,120,0.951091167355372,0.9937889039013394,0.870194239323677,0.9966689812850642,0.9996301775147928,0.8330931904425926,0.5027648537676201,0.5506584251545283,0.8246637800574987
120,121,0.951091167355372,0.9938007410025348,0.8700758322551201,0.9966737318438212,0.9997123602892832,0.8329825899582388,0.5031673419858288,0.5506584251545283,0.8245353998653953
121,122,0.9511557334710744,0.993793976944709,0.8700769818383101,0.9966873257504182,0.9997534516765284,0.832772830418947,0.5030742290398253,0.5501209352324644,0.8242747491723368
122,123,0.951091167355372,0.9937821398435136,0.869921788107677,0.996687252664899,0.9997534516765284,0.8327720676569859,0.5029360614425298,0.5506584251545283,0.824539290174247
123,124,0.9511880165289256,0.993787212886883,0.8699373074807402,0.996697557723126,0.9997534516765284,0.8327591007036479,0.5027648537676201,0.5506584251545283,0.8245548514096533
124,125,0.9511234504132232,0.993780448829057,0.869837868534816,0.9967026006239604,0.9997123602892832,0.8324013653439104,0.5028008974886536,0.5506584251545283,0.8246170963512793
125,126,0.9511880165289256,0.9937855218724264,0.8698125777046387,0.996702527538441,0.9997123602892832,0.8327057073663736,0.5027077845426502,0.5506584251545283,0.8246559994397955
126,127,0.9511234504132232,0.9938176511470996,0.869645888142107,0.9967031122225956,0.9997534516765284,0.8332381152151941,0.5028219229925899,0.5509271701155604,0.8246676703663504
127,128,0.9511557334710744,0.9938210331760128,0.8695855350246384,0.9966978500652032,0.9997534516765284,0.8331008180622032,0.5026266861703246,0.5506584251545283,0.8247104637637183
128,129,0.9509620351239668,0.9938311792627516,0.8695493231541573,0.9966932456774849,0.9997534516765284,0.8333571060811197,0.5024885185730291,0.5506584251545283,0.824589864189318
129,130,0.9509620351239668,0.9938311792627516,0.8694860960787142,0.9966892259739212,0.9997534516765284,0.8334059228466277,0.5027438282636838,0.5509271701155604,0.8246248769689827
130,131,0.9513171487603304,0.9938463983928598,0.8693935546319294,0.9966779708039428,0.9997534516765284,0.8329383497644972,0.5024855149296096,0.5509271701155604,0.824652109130944
131,132,0.9513817148760332,0.9938362523061208,0.8694993162853979,0.9966787016591364,0.9997534516765284,0.8332278179287198,0.5024735003559317,0.5509271701155604,0.8245548514096535
132,133,0.9512848657024792,0.9938024320169913,0.8694820725375497,0.996673439501744,0.9997534516765284,0.8330649682500334,0.502359361905992,0.5509271701155604,0.8245237289388404
133,134,0.9513171487603304,0.9938311792627516,0.8694958675358282,0.9966836714744514,0.9997123602892832,0.83309852977632,0.5022782635336663,0.5511959150765924,0.8245509611008017
134,135,0.9514462809917354,0.993836252306121,0.8694102235881824,0.9966873988359378,0.9997123602892832,0.8336622108655442,0.5023143072546999,0.5509271701155604,0.824508167703434
135,136,0.951381714876033,0.9938582354940552,0.8694343648351699,0.9966876180924958,0.9997123602892832,0.8331755687343873,0.5023233181849583,0.5506584251545283,0.8244537033795114
136,137,0.951252582644628,0.9938565444795988,0.8695073633677268,0.9966947804733908,0.9997123602892832,0.832923094525276,0.5023743801230893,0.5509271701155604,0.8244148002909951
137,138,0.9514139979338844,0.99387514563862,0.8695395516970434,0.9966927340788494,0.9997123602892832,0.8328323258519097,0.5022722562468274,0.5506584251545283,0.8243603359670724
138,139,0.9514785640495866,0.9938903647687284,0.8694998910769929,0.9967009196570156,0.9997123602892832,0.8332037909269465,0.5021851505876629,0.5503896801934963,0.8242475170103755
139,140,0.9516076962809916,0.9938852917253588,0.8694837969123346,0.9967172177278282,0.9997123602892832,0.8327545241318814,0.5022422198126327,0.5506584251545283,0.8243292134962594
140,141,0.9514462809917354,0.9939005108554672,0.8693659646353724,0.9967045008474632,0.9997123602892832,0.8330520012966953,0.5021701323705655,0.5503896801934964,0.824395348746737
141,142,0.9517045454545454,0.9938717636097072,0.86934124859679,0.9967050855316176,0.9997123602892832,0.8332335386434278,0.5021941615179213,0.5498521902714324,0.8244459227618082
142,143,0.951769111570248,0.99387514563862,0.8702172309874747,0.9966957305851424,0.9997123602892832,0.8333540550332754,0.5022241979521159,0.5503896801934963,0.8245509611008017
143,144,0.9516076962809916,0.9938649995518812,0.87026206473188,0.996692441736772,0.9997123602892832,0.8327903739440515,0.5021581177968877,0.5501209352324644,0.8245743029539115
144,145,0.951769111570248,0.9938717636097072,0.870306898476285,0.9966837445599708,0.9997123602892832,0.8323964073911634,0.5019568736877833,0.5503896801934963,0.8245003870857307
145,146,0.9518336776859504,0.9938666905663376,0.8703362128476269,0.9966901760856726,0.9997123602892832,0.8319559123586507,0.5018006842299709,0.5503896801934963,0.8244887161591758
