,number of Autoencoders,cardio,gas-drift,satellite,magic_telescope,pendigits,phoneme,pollen,speech,waveform
0,1,0.9214876033057852,0.9897338512346942,0.8442924056810103,0.9791071156719399,0.9875493096646943,0.708484582673862,0.4888609883789036,0.5514646600376243,0.8086979525304514
1,2,0.9260072314049588,0.9901735149933797,0.8334575841164389,0.9811038120602946,0.9889464168310322,0.7275810911309852,0.48489617906520605,0.5479709755442086,0.8109387704289844
2,3,0.9304622933884297,0.9903138691932677,0.8352147220221627,0.9763678704070959,0.991370808678501,0.7414214069144371,0.48431046859840987,0.5452835259338887,0.8112694466813719
3,4,0.9334323347107437,0.9912743654045499,0.8326275850533493,0.9730823108851892,0.9909598948060486,0.7309013939474839,0.4835355285961872,0.5444772910507928,0.8113083497698882
4,5,0.9282670454545454,0.9921384737918124,0.8329770583430713,0.9668378841128235,0.9915351742274819,0.725215003527774,0.4888639920223231,0.5415210964794409,0.8128294605308716
5,6,0.9334969008264463,0.992424255234958,0.8298111062381557,0.967573855292572,0.9898915187376727,0.7245956408153925,0.48885197744864517,0.5420585864015051,0.8108609642519519
6,7,0.9324638429752067,0.9926322500131053,0.827207300313089,0.9688173323186141,0.9894806048652203,0.7223073549322094,0.4880950593069393,0.5425960763235689,0.8108570739431002
7,8,0.9323669938016528,0.9924360923361534,0.8283781507919765,0.970419220731497,0.9888642340565417,0.7241944280238743,0.4871639298469043,0.5431335662456328,0.8101723795852154
8,9,0.9299134814049588,0.9923819798735459,0.8299662999687889,0.9735548818532384,0.9892751479289941,0.72560019831811,0.4907262509423931,0.542327331362537,0.8087757587074837
9,10,0.9296229338842975,0.9924445474084358,0.833734058873604,0.9739206017920131,0.9891929651545036,0.7231769035678192,0.4920118103259253,0.5407148615963451,0.8088924679730324
10,11,0.9320441632231404,0.9925206430589776,0.8320890053288929,0.973429101674455,0.9896449704142012,0.7268396865048338,0.49131796869602823,0.5417898414404729,0.8102190632914348
11,12,0.9310433884297521,0.9926102668251711,0.8317949994280823,0.973702733858862,0.9902202498356344,0.7268473141244446,0.49028171171631185,0.5425960763235689,0.8100401090842604
12,13,0.9319473140495869,0.9923701427723506,0.8296708570889909,0.9738505858644858,0.9905078895463512,0.7297099597643065,0.49067819264768164,0.5412523515184091,0.8099428513629696
13,14,0.9314953512396693,0.9925257161023469,0.8290305392522306,0.9745522799356643,0.9917406311637081,0.7268183291699242,0.4885816495408931,0.541521096479441,0.8095499301689562
14,15,0.9313985020661156,0.9926288679841924,0.8290897427865092,0.9748435257302321,0.9918228139381985,0.7273545508285503,0.4883774017883693,0.541521096479441,0.8090441900182456
15,16,0.9323669938016528,0.9927590760973416,0.8282976799686853,0.9754022645255827,0.9911242603550297,0.7261295551190862,0.4882752779121074,0.540983606557377,0.8086551591330835
16,17,0.9324315599173554,0.9928385537767963,0.8289690365515723,0.9755561095437921,0.9896860618014465,0.7261173509277091,0.48864772969612136,0.541521096479441,0.807628117596256
17,18,0.9328835227272728,0.9928250256611444,0.8297915633239279,0.9751757725011494,0.9898504273504273,0.7248915924562842,0.48888501752625935,0.5401773716742811,0.8067566884134931
18,19,0.9329480888429753,0.9927607671117981,0.8285965715980528,0.9752548510330749,0.989973701512163,0.7225201655193454,0.4893656004733742,0.5404461166353131,0.8063482059840732
19,20,0.935207902892562,0.992613648854084,0.8292437869339524,0.9758848482097812,0.9901791584483892,0.7241631547834709,0.48977409597842186,0.5407148615963451,0.8070523518862163
20,21,0.9355307334710744,0.992512187986695,0.8291075613259522,0.975669099756691,0.9904257067718606,0.7239114433363208,0.4900564384598518,0.540983606557377,0.8069784360180354
21,22,0.9346590909090908,0.9925663004493025,0.8298346726935482,0.9760060970863655,0.989973701512163,0.7236681222707424,0.4895878700864148,0.5412523515184091,0.8074063699917136
22,23,0.9339811466942148,0.9925324801601729,0.8311808346088917,0.9755550132610022,0.9901791584483892,0.7222905741690661,0.4889360794643903,0.5404461166353132,0.8071379386809518
